,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,means,,
,,,,,,,,,,,,,,,,,,WET !!,,,,,,,,,solar,,
,solar,WET!!,,W/m2,Tsk,m2.K/W,clo,Mean Tsk (sel zones),Ambient Temp,Ambient RH,,,,,no-solar,,,W/m2,Tsk,m2.K/W,clo,Mean Tsk (sel zones),Ambient Temp,Ambient RH,,,wind,,
1,Low_curve,Head,dry,26.16097561,34.00292683,0.936049811,6.039031036,34.00292683,9.56,41.89,,,,1,Low_curve,Head,dry,93.02380952,33.9955,0.268731559,1.733751996,33.9955,9.00,43.11,,,,,
2.5,Low_curve,Head,dry,114.5823529,33.99764706,0.218590659,1.410262315,33.99764706,8.95372549,42.58039216,,,,2.5,Low_curve,Head,dry,158.6557377,34.00278689,0.159333124,1.027955639,34.00278689,8.726,43.607,,,,,
2.5,Low_curve,Head,dry,99.09166667,33.99933333,0.250373961,1.615315876,33.99933333,9.19,41.96,,,,2.5,Low_curve,Head,dry,145.305,34.008,0.172710728,1.114262759,34.008,8.915,43.238,,,,,
2.5,Low_curve,Head,dry,102.2390244,34.00243902,0.245434327,1.583447272,34.00243902,8.914634146,41.77560976,,,,2.5,Low_curve,Head,dry,144.4393443,34.00147541,0.175521241,1.132395102,34.00147541,8.65,42.51,,,,,
0.3,Mid_curve,Head,dry,40.70493827,38.00160494,0.887341566,5.724784296,38.00160494,1.94,46.78,,,,0.3,Mid_curve,Head,dry,77.05853659,37.99658537,0.476787493,3.076048343,37.99800457,1.26,48.25,,,,,
0.3,Mid_curve,Head,dry,44.3852459,38.00114754,0.816156006,5.265522622,38.00114754,1.79,42.14,,,,0.3,Mid_curve,Head,dry,86.36341463,38.00682927,0.427975556,2.761132621,38.00682927,1.051219512,44.1902439,,,,,
0.3,Mid_curve,Head,dry,40.80645161,38.00193548,0.887235326,5.724098877,38.00193548,1.83,48.18,,,,0.3,Mid_curve,Head,dry,84.8952381,37.99857143,0.433757153,2.798433246,37.99857143,1.18,50.60,,,,,
1,Mid_curve,Head,dry,54.73278689,34.00131148,0.446424956,2.880161005,34.00131148,9.58,38.66,,,,1,Mid_curve,Head,dry,91.48166667,33.99766667,0.271522852,1.751760335,33.99766667,9.17,42.85,,,,,
1,Mid_curve,Head,dry,48.34390244,34.00170732,0.507555407,3.274551014,34.00170732,9.48,42.31,,,,1,Mid_curve,Head,dry,87.11568627,33.99803922,0.286023014,1.845309768,33.99803922,9.08,44.19,,,,,
1,Mid_curve,Head,dry,52.39677419,34.00193548,0.468614775,3.023321129,34.00193548,9.46,42.75,,,,1,Mid_curve,Head,dry,85.40322581,33.9983871,0.294927549,1.90275838,33.9983871,8.82,43.99,,,,,
2.5,Mid_curve,Head,dry,126.2166667,34.002,0.197852349,1.276466765,34.002,9.034666667,39.46333333,,,,2.5,Mid_curve,Head,dry,160.3140845,34.01357143,0.157362742,1.015243494,34.01357143,8.80,42.31,,,,,
2.5,Mid_curve,Head,dry,119.1147541,34.00163934,0.210878478,1.360506308,34.00163934,8.89,41.69,,,,2.5,Mid_curve,Head,dry,150.9509804,34.00764706,0.166395031,1.073516329,34.00764706,8.90,43.36,,,,,
2.5,Mid_curve,Head,dry,123.9294118,34.0054902,0.203013128,1.309762118,34.0054902,8.85,41.84,,,,2.5,Mid_curve,Head,dry,145.6882353,34.00098039,0.173713014,1.120729125,34.00098039,8.695686275,43.45098039,,,,,
0.3,High_curve,Head,dry,84.57540984,38.01327869,0.429094036,2.768348621,38.01327869,1.778688525,47.36393443,,,,0.3,High_curve,Head,dry,98.10784314,37.99901961,0.374784913,2.417967182,37.99901961,1.232,48.553,,,,,
0.3,High_curve,Head,dry,91.11764706,38.00078431,0.39946429,2.577188967,38.00078431,1.61,42.85,,,,0.3,High_curve,Head,dry,114.8804878,38.00243902,0.322189971,2.078644972,38.00243902,0.992195122,44.23170732,,,,,
0.3,High_curve,Head,dry,93.35121951,38.00439024,0.389099126,2.510316942,38.00439024,1.69,48.57,,,,0.3,High_curve,Head,dry,112.9129032,37.99870968,0.326214974,2.104612738,37.99870968,1.17,50.85,,,,,
1,High_curve,Head,dry,75.48857143,33.99942029,0.32436363,2.092668582,33.99942029,9.52,41.33,,,,1,High_curve,Head,dry,94.63142857,33.99957143,0.260945644,1.683520284,33.99957143,9.315,39.577,,,,,
1,High_curve,Head,dry,76.495,34.0055,0.322073459,2.077893285,34.0055,9.38,42.62,,,,1,High_curve,Head,dry,94.30655738,33.99803279,0.264936471,1.709267558,33.99803279,9.02,43.73,,,,,
1,High_curve,Head,dry,73.34754098,33.99737705,0.338032321,2.180853685,33.99737705,9.21,42.37,,,,1,High_curve,Head,dry,88.9,34.00170732,0.28118173,1.814075679,34.00170732,9.01,43.18,,,,,
2.5,High_curve,Head,dry,160.0215686,34.00254902,0.156230047,1.007935784,34.00254902,9.003921569,39.15882353,,,,2.5,High_curve,Head,dry,169.9215686,34.00254902,0.148205051,0.956161617,34.00254902,8.82,42.22,,,,,
2.5,High_curve,Head,dry,153.4416667,33.999,0.16243623,1.047975679,33.999,9.077666667,42.24,,,,2.5,High_curve,Head,dry,164.8540984,34.00688525,0.153271436,0.988847974,34.00688525,8.74,43.88,,,,,
2.5,High_curve,Head,dry,153.0032787,34.00360656,0.16472829,1.062763164,34.00360656,8.80,42.26,,,,2.5,High_curve,Head,dry,163.4414634,33.9997561,0.154989735,0.999933774,33.9997561,8.67,42.94,,,,,
